FID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
1,304750,UNKNOWN304750,HEREFORD,TX,79045,SUBSTATION,NOT AVAILABLE,DEAF SMITH,34.770801,-102.540842,2,69,-999999,Y,N
3647,309236,16TH STREET,FORT STOCKTON,TX,79735,SUBSTATION,IN SERVICE,PECOS,30.900439,-102.873382,3,138,69,N,N
3,304756,UNKNOWN304756,DARROUZETT,TX,79034,NOT AVAILABLE,NOT AVAILABLE,LIPSCOMB,36.443702,-100.329066,3,-999999,-999999,N,N
3049,303943,36TH STREET,SAN ANTONIO,TX,78226,SUBSTATION,IN SERVICE,BEXAR,29.398272,-98.568967,2,138,138,N,Y
5,304758,UNKNOWN304758,AMARILLO,TX,79119,SUBSTATION,NOT AVAILABLE,RANDALL,35.117847,-102.028752,1,115,69,Y,Y
6,304761,UNKNOWN304761,BORGER,TX,79007,NOT AVAILABLE,NOT AVAILABLE,HUTCHINSON,35.714809,-101.36983,3,-999999,-999999,N,N
5142,303166,6TH STREET,BROWNSVILLE,TX,78520,SUBSTATION,IN SERVICE,CAMERON,25.909787,-97.497727,2,138,138,N,Y
8,304766,UNKNOWN304766,ABILENE,TX,79605,SUBSTATION,NOT AVAILABLE,TAYLOR,32.433682,-99.78529,1,69,-999999,Y,N
9,304769,UNKNOWN304769,PLAINVIEW,TX,79072,SUBSTATION,NOT AVAILABLE,HALE,34.183524,-101.661594,2,69,-999999,Y,N
4628,307771,A EAST TERM,IRVING,TX,75063,SUBSTATION,IN SERVICE,DALLAS,32.926544,-97.020248,2,138,69,N,N
3998,310145,A WEST TERM,GRAPEVINE,TX,75261,SUBSTATION,IN SERVICE,TARRANT,32.926728,-97.060274,2,138,69,N,N
492,306506,ABBOTT,ABBOTT,TX,76621,SUBSTATION,IN SERVICE,HILL,31.884995,-97.077706,2,138,69,Y,Y
2380,301578,ABILENE EAST,ABILENE,TX,79601,SUBSTATION,IN SERVICE,TAYLOR,32.452795,-99.699789,3,138,69,N,N
3843,309751,ABILENE ELMCREEK,ABILENE,TX,79606,SUBSTATION,IN SERVICE,TAYLOR,32.417444,-99.787177,3,138,69,N,N
1727,305703,ABILENE INDUSTRIAL PARK,ABILENE,TX,79603,SUBSTATION,IN SERVICE,TAYLOR,32.465658,-99.817128,3,138,69,N,N
16,304886,UNKNOWN304886,MULESHOE,TX,79347,SUBSTATION,NOT AVAILABLE,BAILEY,34.215923,-102.908255,0,69,-999999,Y,N
2538,306138,ABILENE MAPLE STREET,ABILENE,TX,79602,SUBSTATION,IN SERVICE,TAYLOR,32.40422,-99.725789,2,138,69,N,N
18,304789,UNKNOWN304789,SIMMS,TX,75574,SUBSTATION,IN SERVICE,BOWIE,33.36883,-94.475805,2,69,-999999,Y,N
2329,301401,ABILENE MULBERRY CREEK,IMPACT,TX,79601,SUBSTATION,IN SERVICE,JONES,32.524057,-99.822557,7,345,69,N,N
57,304906,ABILENE SOUTH,ABILENE,TX,79606,SUBSTATION,IN SERVICE,TAYLOR,32.359385,-99.751278,7,138,69,N,N
3910,309922,ABRAMS RD,DALLAS,TX,75214,SUBSTATION,IN SERVICE,DALLAS,32.844268,-96.751838,4,138,69,N,N
1538,300547,ADDICKS,HOUSTON,TX,77043,SUBSTATION,IN SERVICE,HARRIS,29.822577,-95.572995,8,345,69,N,N
4584,307674,ADDISON,ADDISON,TX,75001,SUBSTATION,IN SERVICE,DALLAS,32.956099,-96.848274,5,138,13.8,N,N
24,304804,UNKNOWN304804,NEW DEAL,TX,79311,SUBSTATION,IN SERVICE,LUBBOCK,33.781033,-101.862318,1,115,69,N,N
25,304806,AE,PALISADES,TX,79118,SUBSTATION,IN SERVICE,RANDALL,35.105527,-101.813474,1,115,69,Y,Y
1903,300128,AIRLINE,HOUSTON,TX,77022,SUBSTATION,IN SERVICE,HARRIS,29.818541,-95.389313,2,138,69,N,N
3118,304792,AIRPORT,BROWNSVILLE,TX,78521,SUBSTATION,IN SERVICE,CAMERON,25.906238,-97.447441,3,138,138,N,Y
3761,309543,AIRPORT-D EAST #1,IRVING,TX,75038,SUBSTATION,IN SERVICE,DALLAS,32.867564,-97.005395,3,138,69,N,N
2223,301107,AIRPORT-D EAST #2,IRVING,TX,75038,SUBSTATION,IN SERVICE,DALLAS,32.865515,-97.011667,3,138,69,N,N
2388,301602,AJ SWOPE,GENTRY,TX,79124,SUBSTATION,IN SERVICE,POTTER,35.313611,-102.050154,3,345,345,N,N
3679,309340,ALAMO,EARLE,TX,78221,SUBSTATION,IN SERVICE,BEXAR,29.271435,-98.455665,2,138,69,N,N
2460,301808,ALAMO CEMENT,SAN ANTONIO,TX,78259,SUBSTATION,IN SERVICE,BEXAR,29.611783,-98.374423,1,138,69,Y,Y
232,305346,ALAMO TAP,SAN ANTONIO,TX,78247,TAP,IN SERVICE,BEXAR,29.602147,-98.36639,3,138,138,N,N
34,304827,UNKNOWN304827,OLTON,TX,79064,SUBSTATION,IN SERVICE,LAMB,34.206016,-102.133594,2,-999999,-999999,N,N
2971,307392,ALBERTA,MURILLO,TX,78542,SUBSTATION,IN SERVICE,HIDALGO,26.250347,-98.135743,3,138,69,N,N
2576,306253,ALDEN,THE WOODLANDS,TX,77384,SUBSTATION,IN SERVICE,MONTGOMERY,30.232077,-95.51591,2,138,69,N,N
107,305036,ALDINE,ALDINE,TX,77039,SUBSTATION,IN SERVICE,HARRIS,29.901723,-95.370382,2,138,69,N,N
1349,302914,ALIBATES,CONWAY,TX,79068,SUBSTATION,IN SERVICE,CARSON,35.25489,-101.359448,5,345,69,N,N
39,304835,UNKNOWN304835,BUCKHOLTS,TX,76518,SUBSTATION,IN SERVICE,MILAM,30.850507,-97.194456,1,-999999,-999999,N,N
2888,307136,ALIEF,HOUSTON,TX,77072,SUBSTATION,IN SERVICE,HARRIS,29.700429,-95.581812,2,138,69,N,N
612,303648,ALLEN SWITCHING,PLANO,TX,75023,SUBSTATION,IN SERVICE,COLLIN,33.060095,-96.700328,9,345,69,N,N
1342,302897,ALLIANCE,FORT WORTH,TX,76177,SUBSTATION,IN SERVICE,TARRANT,32.956642,-97.305967,4,345,13.8,N,N
1448,303213,ALMEDA,HOUSTON,TX,77045,SUBSTATION,IN SERVICE,HARRIS,29.630119,-95.403543,2,138,69,N,N
2222,301102,ALPHA ROAD,DALLAS,TX,75240,SUBSTATION,IN SERVICE,DALLAS,32.93144,-96.822014,3,138,69,N,N
2545,306174,ALPINE,ALPINE,TX,79830,SUBSTATION,NOT AVAILABLE,BREWSTER,30.35566,-103.663187,4,345,69,Y,Y
2296,301322,ALTA LOMA,SANTA FE,TX,77510,SUBSTATION,IN SERVICE,GALVESTON,29.391707,-95.090553,2,138,69,N,N
2864,307068,ALVARADO,ALVARADO,TX,76009,SUBSTATION,IN SERVICE,JOHNSON,32.396296,-97.223497,3,138,69,N,N
11,304774,ALVIN,ALVIN,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.433831,-95.253917,2,138,13.8,N,N
324,305602,ALVIN AUTO,ALVIN,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.433313,-95.249441,2,138,13.8,N,N
50,304882,UNKNOWN304882,MC GREGOR,TX,76657,SUBSTATION,IN SERVICE,MCLENNAN,31.397317,-97.334415,2,-999999,-999999,N,N
51,304884,UNKNOWN304884,SEYMOUR,TX,76380,SUBSTATION,NOT AVAILABLE,BAYLOR,33.594662,-99.254571,2,69,-999999,Y,N
52,304885,UNKNOWN304885,LYFORD,TX,78569,SUBSTATION,NOT AVAILABLE,WILLACY,26.321508,-97.599343,0,-999999,-999999,N,N
1137,302342,AMARILLO SOUTH,HANEY,TX,79118,SUBSTATION,IN SERVICE,RANDALL,35.099696,-101.863914,6,230,69,N,N
521,303411,AMD,SAN ANTONIO,TX,78245,SUBSTATION,IN SERVICE,BEXAR,29.449451,-98.640051,2,138,13.8,N,N
3050,301050,AMD,AUSTIN,TX,78741,SUBSTATION,IN SERVICE,TRAVIS,30.214719,-97.723701,2,138,138,N,Y
2442,301754,AMELIA BULK,BEVIL OAKS,TX,77713,SUBSTATION,IN SERVICE,JEFFERSON,30.077168,-94.234178,6,230,69,N,N
4875,308462,AMELIA ST,DALLAS,TX,75235,SUBSTATION,IN SERVICE,DALLAS,32.808063,-96.838312,4,138,69,N,N
58,304907,BOARDMAN,SEMINOLE,TX,79360,SUBSTATION,NOT AVAILABLE,GAINES,32.605587,-102.729575,0,69,-999999,Y,N
4087,310399,AMISTAD SWITCHYARD,DEL RIO,TX,78840,SUBSTATION,IN SERVICE,VAL VERDE,29.448233,-101.054683,3,138,13.8,N,N
4019,310218,AMOCO,HOSKINS,TX,77577,SUBSTATION,IN SERVICE,BRAZORIA,29.233779,-95.187022,4,138,69,N,N
61,304921,UNKNOWN304921,WEST ODESSA,TX,79764,SUBSTATION,IN SERVICE,ECTOR,31.869017,-102.558184,2,69,-999999,N,N
62,304923,UNKNOWN304923,LUBBOCK,TX,79413,SUBSTATION,IN SERVICE,LUBBOCK,33.55525,-101.878745,1,115,69,N,N
4057,310329,AMOCO,TEXAS CITY,TX,77590,SUBSTATION,IN SERVICE,GALVESTON,29.363627,-94.924527,2,138,69,N,N
4602,307718,ANACACHO,DABNEY,TX,78832,SUBSTATION,IN SERVICE,KINNEY,29.204705,-100.171281,2,138,69,N,N
3604,309089,ANDERSON,SAN ANTONIO,TX,78253,SUBSTATION,IN SERVICE,BEXAR,29.48382,-98.718393,3,138,69,N,N
66,304934,UNKNOWN304934,SWEETWATER,TX,79556,SUBSTATION,IN SERVICE,NOLAN,32.489024,-100.360571,0,-999999,-999999,N,N
2529,306118,ANGLETON,ANGLETON,TX,77515,SUBSTATION,IN SERVICE,BRAZORIA,29.166977,-95.440637,2,138,69,N,N
2251,301184,ANGUS VALLEY,AUSTIN,TX,78759,SUBSTATION,IN SERVICE,TRAVIS,30.40061,-97.777422,2,138,69,N,N
2526,306109,ANNA,WESTON,TX,75071,SUBSTATION,IN SERVICE,COLLIN,33.317891,-96.639234,10,345,69,N,N
1071,302154,ANTLER,BULVERDE,TX,78163,SUBSTATION,IN SERVICE,COMAL,29.776787,-98.413401,2,345,69,N,N
1532,300541,APACHE,TEXAS CITY,TX,77590,SUBSTATION,IN SERVICE,GALVESTON,29.378985,-94.943851,4,138,69,N,N
2616,306388,APACHE,TEXAS CITY,TX,77590,SUBSTATION,IN SERVICE,GALVESTON,29.378709,-94.947561,2,138,69,N,N
2451,301771,APOLLO,GARLAND,TX,75044,SUBSTATION,IN SERVICE,DALLAS,32.953837,-96.677517,4,138,13.8,N,N
74,304957,UNKNOWN304957,POST,TX,79356,NOT AVAILABLE,NOT AVAILABLE,GARZA,33.169755,-101.38806,3,-999999,-999999,N,N
2013,300436,APRIL,KEENAN,TX,77356,SUBSTATION,IN SERVICE,MONTGOMERY,30.369066,-95.614685,2,138,69,N,N
76,304959,UNKNOWN304959,CROSBYTON,TX,79322,SUBSTATION,NOT AVAILABLE,CROSBY,33.785422,-101.102322,1,69,-999999,Y,N
77,304960,UNKNOWN304960,COAHOMA,TX,79511,SUBSTATION,NOT AVAILABLE,HOWARD,32.280622,-101.189322,0,-999999,-999999,N,N
2983,307418,ARCHIE,BEAUMONT,TX,77701,SUBSTATION,NOT AVAILABLE,JEFFERSON,30.074652,-94.099599,0,138,69,Y,Y
79,304965,UNKNOWN304965,WEINERT,TX,76388,SUBSTATION,NOT AVAILABLE,HASKELL,33.258759,-99.69596,1,-999999,-999999,N,N
308,305552,ARCO SUBSTATION,DENTON,TX,76208,SUBSTATION,IN SERVICE,DENTON,33.229044,-97.072044,3,138,69,N,N
2332,301409,ARCOLA,IOWA COLONY,TX,77583,SUBSTATION,IN SERVICE,BRAZORIA,29.490829,-95.430227,5,138,69,N,N
4528,307531,ARGYLE SWITCH,COPPER CANYON,TX,76226,SUBSTATION,IN SERVICE,DENTON,33.135382,-97.125997,4,138,69,N,N
1960,300285,ARMSTRONG,DALLAS,TX,75205,SUBSTATION,IN SERVICE,DALLAS,32.822849,-96.792161,4,138,69,N,N
4049,310305,ARTHUR VON ROSENBERG,SAN ANTONIO,TX,78112,SUBSTATION,IN SERVICE,BEXAR,29.258223,-98.384274,4,345,69,N,N
1435,303181,ASPHALT MINES,BLEWETT,TX,78801,SUBSTATION,IN SERVICE,UVALDE,29.188158,-100.024079,2,138,69,N,N
2163,300937,ATASCOCITA,HUFFMAN,TX,77336,SUBSTATION,IN SERVICE,HARRIS,30.004896,-95.097025,2,138,69,N,N
87,304990,UNKNOWN304990,ROBY,TX,79543,SUBSTATION,IN SERVICE,FISHER,32.748686,-100.377855,3,69,13.8,N,N
54,304901,AUBREY,AUBREY,TX,76227,SUBSTATION,IN SERVICE,DENTON,33.305075,-96.999818,2,138,69,N,N
89,304993,UNKNOWN304993,PLAINVIEW,TX,79072,SUBSTATION,NOT AVAILABLE,HALE,34.175798,-101.758812,1,69,-999999,Y,N
3800,309644,AUSTIN DAM,AUSTIN,TX,78703,SUBSTATION,IN SERVICE,TRAVIS,30.29327,-97.784401,2,138,69,N,N
91,304997,UNKNOWN304997,QUINLAN,TX,75474,SUBSTATION,IN SERVICE,HUNT,33.009458,-96.070826,1,-999999,-999999,N,N
92,304999,UNKNOWN304999,WHITNEY,TX,76692,SUBSTATION,NOT AVAILABLE,HILL,31.950441,-97.319457,0,69,-999999,Y,N
93,305001,UNKNOWN305001,SEYMOUR,TX,76380,NOT AVAILABLE,NOT AVAILABLE,BAYLOR,33.689105,-99.047264,3,-999999,-999999,N,N
4803,308273,AUSTIN ROAD,SAN ANTONIO,TX,78218,SUBSTATION,IN SERVICE,BEXAR,29.503905,-98.408011,5,138,69,N,N
3720,309442,AUSTROP,WEBBERVILLE,TX,78653,SUBSTATION,IN SERVICE,TRAVIS,30.251286,-97.487283,11,345,69,N,N
3900,309900,AVERY RANCH,AUSTIN,TX,78717,SUBSTATION,IN SERVICE,WILLIAMSON,30.491357,-97.787805,2,138,69,N,N
97,305012,UNKNOWN305012,VICTORIA,TX,77904,SUBSTATION,IN SERVICE,VICTORIA,28.84137,-97.009971,5,69,-999999,Y,N
3885,309862,BAKERSFIELD,BAKERSFIELD,TX,79744,SUBSTATION,IN SERVICE,PECOS,30.976249,-102.28908,3,345,69,Y,Y
99,305014,C2,DENVER CITY,TX,79323,SUBSTATION,NOT AVAILABLE,YOAKUM,32.995772,-102.808419,0,115,13.8,Y,Y
100,305015,UNKNOWN305015,WILLS POINT,TX,75169,SUBSTATION,IN SERVICE,VAN ZANDT,32.705286,-96.007711,2,-999999,-999999,N,N
645,303724,BALCH SPRINGS,MESQUITE,TX,75181,SUBSTATION,IN SERVICE,DALLAS,32.739527,-96.601333,1,138,13.8,N,N
550,303478,BALCONES,CEDAR PARK,TX,78613,SUBSTATION,IN SERVICE,WILLIAMSON,30.461011,-97.830142,2,138,69,N,N
1028,302023,BALCONES,AUSTIN,TX,78758,SUBSTATION,IN SERVICE,TRAVIS,30.39103,-97.730176,3,138,69,N,N
3247,304051,BALL PARK,SAN ANTONIO,TX,78210,SUBSTATION,IN SERVICE,BEXAR,29.396712,-98.488911,4,138,138,N,Y
2323,301392,BANDERA,BANDERA,TX,78003,SUBSTATION,IN SERVICE,BANDERA,29.73643,-99.111527,4,138,69,N,N
603,303633,BANDERA ROAD,LEON VALLEY,TX,78240,SUBSTATION,IN SERVICE,BEXAR,29.498745,-98.609848,4,138,69,N,N
3903,309907,BARILLA JUNCTION,FORT STOCKTON,TX,79735,SUBSTATION,NOT AVAILABLE,PECOS,30.947288,-103.36533,8,138,69,N,N
2330,301402,BARKER,HOUSTON,TX,77082,SUBSTATION,NOT AVAILABLE,HARRIS,29.711743,-95.643292,0,138,69,Y,Y
3928,309949,BARTON,AUSTIN,TX,78746,SUBSTATION,IN SERVICE,TRAVIS,30.266117,-97.819474,3,138,69,N,N
3580,309020,BASF,CLUTE,TX,77531,SUBSTATION,IN SERVICE,BRAZORIA,29.001764,-95.396886,5,138,69,N,N
776,304116,BASTROP ENERGY CENTER,GARFIELD,TX,78612,SUBSTATION,IN SERVICE,BASTROP,30.14548,-97.548538,4,138,69,Y,Y
917,304525,BATESVILLE,BATESVILLE,TX,78839,SUBSTATION,IN SERVICE,ZAVALA,28.862859,-99.607968,4,138,69,N,N
113,305058,UNKNOWN305058,BOWIE,TX,76230,SUBSTATION,IN SERVICE,MONTAGUE,33.558171,-97.852653,2,-999999,-999999,N,N
2651,306503,BAYTOWN,BAYTOWN,TX,77520,SUBSTATION,IN SERVICE,HARRIS,29.733572,-95.004952,6,138,69,N,N
115,305061,UNKNOWN305061,GROESBECK,TX,76642,SUBSTATION,IN SERVICE,LIMESTONE,31.52118,-96.541278,1,-999999,-999999,N,N
3652,309246,BAYTOWN ENERGY CENTER,MONT BELVIEU,TX,77523,SUBSTATION,IN SERVICE,CHAMBERS,29.772789,-94.903365,4,138,69,Y,Y
3533,308897,BAYWAY,TAYLOR LAKE VILLAGE,TX,77507,SUBSTATION,IN SERVICE,HARRIS,29.609418,-95.04955,3,138,69,N,N
118,305073,UNKNOWN305073,FORT HOOD,TX,76544,NOT AVAILABLE,NOT AVAILABLE,CORYELL,31.110196,-97.843278,3,-999999,-999999,N,N
2848,307037,BEBACK,HUNTER,TX,78666,SUBSTATION,IN SERVICE,HAYS,29.797099,-97.955593,2,138,69,N,N
3665,309287,BECK ROAD,CHINA GROVE,TX,78263,SUBSTATION,IN SERVICE,BEXAR,29.381982,-98.318484,2,138,69,N,N
3682,309349,BEDFORD,BEDFORD,TX,76021,SUBSTATION,IN SERVICE,TARRANT,32.852673,-97.147315,4,138,69,N,N
67,304937,BEE CREEK,BRIARCLIFF,TX,78669,SUBSTATION,IN SERVICE,TRAVIS,30.426766,-98.10882,7,138,69,N,N
4503,307480,BEE CREEK,AUSTIN,TX,78746,SUBSTATION,IN SERVICE,TRAVIS,30.293813,-97.789606,2,138,69,N,N
2231,301123,BELLAIRE,HOUSTON,TX,77401,SUBSTATION,IN SERVICE,HARRIS,29.724688,-95.450539,12,345,69,N,N
125,305095,UNKNOWN305095,CALVERT,TX,77837,SUBSTATION,IN SERVICE,ROBERTSON,31.049176,-96.676942,2,-999999,-999999,N,N
126,305098,UNKNOWN305098,HEREFORD,TX,79045,SUBSTATION,IN SERVICE,DEAF SMITH,34.836423,-102.41496,2,-999999,-999999,N,N
127,305100,UNKNOWN305100,BECKVILLE,TX,75631,SUBSTATION,IN SERVICE,PANOLA,32.246841,-94.554364,2,-999999,-999999,N,N
4917,308597,BELLVILLE SOUTH,PETERS,TX,77474,SUBSTATION,IN SERVICE,AUSTIN,29.847841,-96.200574,4,138,69,N,N
129,305106,TAP305106,JOEL,TX,79045,TAP,IN SERVICE,DEAF SMITH,34.848389,-102.315827,3,115,115,N,N
130,305108,TAP305108,BEVIL OAKS,TX,77713,TAP,IN SERVICE,JEFFERSON,30.066148,-94.233907,3,69,69,N,N
4058,310331,BEN DAVIS,GARLAND,TX,75040,SUBSTATION,IN SERVICE,DALLAS,32.957766,-96.612076,10,345,13.8,N,N
132,305110,TAP305110,CRANE,TX,79731,TAP,IN SERVICE,CRANE,31.461891,-102.351477,3,69,69,N,N
133,305111,TAP305111,SEYMOUR,TX,76380,TAP,IN SERVICE,BAYLOR,33.597438,-99.263688,3,-999999,-999999,N,N
2477,301864,BENBROOK,BENBROOK,TX,76126,SUBSTATION,IN SERVICE,TARRANT,32.684921,-97.471493,7,345,69,N,N
4916,308596,BENTWATER,MONTGOMERY,TX,77356,SUBSTATION,IN SERVICE,MONTGOMERY,30.426494,-95.646782,2,138,69,N,N
1394,303028,BERGHEIM,BULVERDE,TX,78163,SUBSTATION,IN SERVICE,COMAL,29.788749,-98.526276,3,138,69,N,N
5065,300670,BERGSTROM,AUSTIN,TX,78719,SUBSTATION,IN SERVICE,TRAVIS,30.219019,-97.672535,3,138,138,N,Y
2413,301670,BERRY,HOUSTON,TX,77093,SUBSTATION,IN SERVICE,HARRIS,29.839621,-95.353785,3,138,69,N,N
139,305125,TAP305125,SAINT FRANCIS,TX,79108,TAP,IN SERVICE,POTTER,35.316388,-101.662651,3,115,115,N,N
140,305128,TAP305128,LOOP,TX,79359,TAP,IN SERVICE,GAINES,32.856868,-102.365449,3,69,69,N,N
3770,309564,BERTWOOD,HOUSTON,TX,77016,SUBSTATION,IN SERVICE,HARRIS,29.843965,-95.31416,2,138,69,N,N
2876,307101,BEVIL,BEVIL OAKS,TX,77713,SUBSTATION,IN SERVICE,JEFFERSON,30.159542,-94.236071,2,230,69,N,N
2415,301675,BIG BROWN,FAIRFIELD,TX,75840,SUBSTATION,IN SERVICE,FREESTONE,31.819531,-96.057453,9,345,69,N,N
72,304952,BIG CREEK,FAIRCHILDS,TX,77469,SUBSTATION,IN SERVICE,FORT BEND,29.47116,-95.750864,2,138,13.8,N,N
145,305141,TAP305141,GARLAND,TX,75042,TAP,IN SERVICE,DALLAS,32.894593,-96.667417,3,69,69,Y,Y
844,304300,BIG FOOT,MOORE,TX,78057,SUBSTATION,IN SERVICE,FRIO,29.059716,-98.950354,4,138,69,Y,Y
147,305154,TAP305154,SARATOGA,TX,77585,TAP,IN SERVICE,HARDIN,30.259129,-94.564063,3,-999999,-999999,N,N
148,305155,TAP305155,PLAINS,TX,79355,TAP,IN SERVICE,YOAKUM,33.226375,-102.801461,3,115,115,N,N
3828,309705,BIG FOOT,BIGFOOT,TX,78057,SUBSTATION,IN SERVICE,FRIO,28.915644,-98.862777,2,138,69,Y,Y
150,305157,TAP305157,HOUSTON,TX,77064,TAP,IN SERVICE,HARRIS,29.938343,-95.526218,3,69,69,Y,Y
4988,308773,BIG HILL,CHRISTOVAL,TX,76936,SUBSTATION,IN SERVICE,SCHLEICHER,31.047192,-100.543096,4,345,69,N,N
152,305166,TAP305166,MARIETTA,TX,75568,TAP,IN SERVICE,CASS,33.223192,-94.491162,3,69,69,Y,Y
1922,300183,BIG LAKE,BIG LAKE,TX,76932,SUBSTATION,IN SERVICE,REAGAN,31.184935,-101.461414,4,138,69,N,N
3678,309337,BIPORT,OYSTER CREEK,TX,77541,SUBSTATION,IN SERVICE,BRAZORIA,28.98609,-95.338521,2,138,69,N,N
155,305175,TAP305175,BOGATA,TX,75417,TAP,IN SERVICE,RED RIVER,33.405636,-95.15733,3,-999999,-999999,N,N
156,305176,TAP305176,TAHOKA,TX,79373,TAP,IN SERVICE,LYNN,33.196059,-101.876351,3,69,69,N,N
1025,302013,BLACK RIVER,SALT FLAT,TX,79847,SUBSTATION,IN SERVICE,CULBERSON,31.833723,-104.286882,2,138,69,N,N
158,305184,TAP305184,WHITEFACE,TX,79379,TAP,IN SERVICE,COCHRAN,33.590764,-102.613588,3,-999999,-999999,N,N
159,305186,TAP305186,MARSH,TX,79058,TAP,IN SERVICE,POTTER,35.545075,-101.866203,3,115,115,N,N
1060,302128,BLACKSTONE,RIVER OAKS,TX,76114,SUBSTATION,IN SERVICE,TARRANT,32.764737,-97.391716,2,138,69,N,N
161,305192,TAP305192,DENVER CITY,TX,79323,TAP,IN SERVICE,YOAKUM,32.964086,-102.612285,3,115,115,Y,Y
162,305195,TAP305195,BROOKSTON,TX,75421,TAP,IN SERVICE,LAMAR,33.631625,-95.69838,3,69,69,Y,Y
4064,310347,BLACKWELL STREET,DALLAS,TX,75231,SUBSTATION,IN SERVICE,DALLAS,32.867443,-96.765829,2,138,69,N,N
164,305197,TAP305197,TIVOLI,TX,77990,TAP,IN SERVICE,REFUGIO,28.519631,-97.043278,3,69,69,Y,Y
4558,307612,BLANCO,BLANCO,TX,78606,SUBSTATION,IN SERVICE,BLANCO,30.082695,-98.412117,2,138,69,N,N
3664,309282,BLESSING,BLESSING,TX,77419,SUBSTATION,IN SERVICE,MATAGORDA,28.886564,-96.190871,7,345,69,N,N
3811,309669,BLOCKHOUSE,LEANDER,TX,78641,SUBSTATION,IN SERVICE,WILLIAMSON,30.548373,-97.838241,2,138,69,N,N
1014,301981,BLODGETT,HOUSTON,TX,77004,SUBSTATION,IN SERVICE,HARRIS,29.721081,-95.364568,2,138,69,N,N
1528,300527,BLUEBONNET,WYLDWOOD,TX,78612,SUBSTATION,IN SERVICE,BASTROP,30.121979,-97.434352,2,138,69,N,N
170,305216,TAP305216,FLOYDADA,TX,79235,TAP,IN SERVICE,FLOYD,33.948448,-101.341659,3,-999999,-999999,N,N
171,305217,TAP305217,HULL,TX,77564,TAP,IN SERVICE,LIBERTY,30.161118,-94.643278,3,-999999,-999999,N,N
172,305219,TAP305219,ENLOE,TX,75432,TAP,IN SERVICE,DELTA,33.457091,-95.669751,3,69,69,Y,Y
1972,300323,BLUERIDGE,HOUSTON,TX,77085,SUBSTATION,IN SERVICE,HARRIS,29.628668,-95.496803,1,138,69,Y,Y
174,305228,TAP305228,MOUNT VERNON,TX,75457,TAP,IN SERVICE,FRANKLIN,33.088735,-95.222342,3,-999999,-999999,N,N
175,305229,TAP305229,HOUSTON,TX,77066,TAP,IN SERVICE,HARRIS,29.96833,-95.485939,3,-999999,-999999,N,N
1094,302216,BLUFF CREEK,BRADSHAW,TX,79562,SUBSTATION,IN SERVICE,TAYLOR,32.196514,-100.023056,10,345,69,N,N
3743,309494,BOBTOWN RD,GARLAND,TX,75043,SUBSTATION,IN SERVICE,DALLAS,32.849263,-96.584255,2,138,69,N,N
3730,309460,BOBVILLE,DOBBIN,TX,77316,SUBSTATION,IN SERVICE,MONTGOMERY,30.350971,-95.781575,2,138,69,N,N
179,305243,TAP305243,UVALDE,TX,78801,TAP,IN SERVICE,UVALDE,29.22801,-99.688233,3,69,69,N,N
1959,300278,BOERNE,BOERNE,TX,78006,SUBSTATION,IN SERVICE,KENDALL,29.804201,-98.725761,2,138,69,Y,Y
935,304583,BOOSTER,FREEPORT,TX,77541,SUBSTATION,IN SERVICE,BRAZORIA,28.962992,-95.391589,1,138,69,N,N
4801,308262,BORDEN CO,ACKERLY,TX,79738,SUBSTATION,IN SERVICE,BORDEN,32.561557,-101.596812,1,230,69,N,N
389,305788,BOSQUE,LAGUNA PARK,TX,76634,SUBSTATION,IN SERVICE,BOSQUE,31.860586,-97.365216,6,345,69,Y,Y
2500,301937,BOSQUE ENERGY CENTER,LAGUNA PARK,TX,76634,SUBSTATION,IN SERVICE,BOSQUE,31.857889,-97.359298,4,138,69,Y,Y
3943,309986,BOWERS,LEFORS,TX,79065,SUBSTATION,IN SERVICE,GRAY,35.447479,-100.865326,4,230,115,N,N
799,304177,BRACKETVILLE,BRACKETTVILLE,TX,78832,SUBSTATION,IN SERVICE,KINNEY,29.324611,-100.392285,1,138,69,N,N
187,305261,TAP305261,ECTOR,TX,75418,TAP,IN SERVICE,FANNIN,33.589167,-96.236041,3,69,69,Y,Y
188,305262,TAP305262,HAPPY,TX,79042,TAP,IN SERVICE,SWISHER,34.646477,-101.848505,3,69,69,N,N
4004,310160,BRACKETVILLE,BRACKETTVILLE,TX,78832,SUBSTATION,IN SERVICE,KINNEY,29.323858,-100.393259,4,138,69,N,N
190,305264,WOLFCAMP TAP,COYANOSA,TX,79730,TAP,IN SERVICE,PECOS,31.197958,-102.941972,3,69,69,N,N
191,305265,TAP305265,SEYMOUR,TX,76380,TAP,IN SERVICE,BAYLOR,33.536775,-99.166446,3,-999999,-999999,N,N
4080,310386,BRAND,GARLAND,TX,75040,SUBSTATION,IN SERVICE,DALLAS,32.952259,-96.637707,2,138,13.8,N,N
193,305268,TAP305268,NEW HOME,TX,79373,TAP,IN SERVICE,LYNN,33.297994,-101.877026,3,69,69,N,N
