FID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
3837,309729,MCCOLL ROAD,EDINBURG,TX,78541,SUBSTATION,NOT AVAILABLE,HIDALGO,26.309113,-98.194047,2,138,69,Y,Y
2592,306303,MCCREE,GARLAND,TX,75041,SUBSTATION,IN SERVICE,DALLAS,32.872401,-96.663432,5,345,69,N,N
3676,309323,MCKAMY,FLOWER MOUND,TX,75022,SUBSTATION,IN SERVICE,DENTON,33.0142,-97.075333,1,138,13.8,N,N
930,304574,MERTENS,MERTENS,TX,76666,SUBSTATION,IN SERVICE,HILL,32.058154,-96.892501,2,69,-999999,Y,N
3867,309811,MCNEIL,AUSTIN,TX,78758,SUBSTATION,IN SERVICE,TRAVIS,30.393934,-97.689271,17,138,69,N,N
2686,306594,MCQUEENEY,MCQUEENEY,TX,78155,SUBSTATION,IN SERVICE,GUADALUPE,29.588542,-98.049604,5,138,69,N,N
933,304579,UNKNOWN304579,LUBBOCK,TX,79424,SUBSTATION,IN SERVICE,LUBBOCK,33.520952,-101.973436,2,-999999,-999999,N,N
934,304581,UNKNOWN304581,CLIFTON,TX,76634,NOT AVAILABLE,NOT AVAILABLE,BOSQUE,31.791255,-97.589178,3,-999999,-999999,N,N
4073,310370,MEADOW,ALVIN,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.460345,-95.257855,3,345,13.8,N,N
3982,310104,MEDICAL CENTER,SAN ANTONIO,TX,78229,SUBSTATION,IN SERVICE,BEXAR,29.520767,-98.575716,3,138,69,N,N
1297,302799,MEDILL TERM,DALLAS,TX,75215,SUBSTATION,IN SERVICE,DALLAS,32.774159,-96.765525,6,138,69,N,N
3967,310053,MEDINA BASE,SAN ANTONIO,TX,78236,SUBSTATION,IN SERVICE,BEXAR,29.380787,-98.63474,4,138,69,N,N
2211,301077,MEDINA LAKE,LAKEHILLS,TX,78063,SUBSTATION,IN SERVICE,BANDERA,29.612534,-98.933147,2,138,69,N,N
2930,307245,MEMORIAL,HOUSTON,TX,77079,SUBSTATION,IN SERVICE,HARRIS,29.770879,-95.617876,2,138,69,Y,Y
3731,309465,MENDOZA,MENDOZA,TX,78644,SUBSTATION,IN SERVICE,CALDWELL,30.003539,-97.667627,3,138,69,Y,Y
1062,302136,MENGER CREEK,BOERNE,TX,78006,SUBSTATION,IN SERVICE,KENDALL,29.762885,-98.720318,2,138,69,N,N
3469,302380,MERIDA STREET,SAN ANTONIO,TX,78207,SUBSTATION,IN SERVICE,BEXAR,29.409486,-98.539778,3,138,138,N,Y
4102,310446,MERRET,EDINBURG,TX,78539,SUBSTATION,IN SERVICE,HIDALGO,26.270685,-98.179115,2,138,69,N,N
353,305673,MESA VIEW,IRAAN,TX,79744,SUBSTATION,IN SERVICE,PECOS,30.897739,-101.992253,2,138,69,N,N
2996,307453,MESA VIEW SWITCH,IRAAN,TX,79744,SUBSTATION,IN SERVICE,PECOS,30.824579,-102.032409,3,138,69,N,N
3696,309395,MESQUITE,MESQUITE,TX,75149,SUBSTATION,IN SERVICE,DALLAS,32.760065,-96.575463,2,138,69,N,N
1927,300198,MESQUITE FORNEY RD,MESQUITE,TX,75149,SUBSTATION,IN SERVICE,DALLAS,32.78327,-96.659872,2,138,69,N,N
317,305580,MESQUITE TOWN EAST,MESQUITE,TX,75150,SUBSTATION,IN SERVICE,DALLAS,32.819539,-96.609321,2,138,69,N,N
1870,300031,MESQUITE WESTERN ELECTRIC,MESQUITE,TX,75149,SUBSTATION,IN SERVICE,DALLAS,32.776793,-96.642533,2,138,69,N,N
3302,310383,MET CENTER,AUSTIN,TX,78744,SUBSTATION,IN SERVICE,TRAVIS,30.211009,-97.693157,2,138,138,N,Y
2313,301370,METRO,SHENANDOAH,TX,77380,SUBSTATION,IN SERVICE,MONTGOMERY,30.174784,-95.462253,2,138,69,Y,Y
953,304619,UNKNOWN304619,HAPPY,TX,79042,SUBSTATION,NOT AVAILABLE,SWISHER,34.734231,-101.955205,1,69,-999999,Y,N
954,304621,UNKNOWN304621,PFLUGERVILLE,TX,78660,SUBSTATION,IN SERVICE,TRAVIS,30.454104,-97.599859,3,69,-999999,Y,N
3301,304684,MEXICO INTERTIE,MISSION,TX,78560,SUBSTATION,IN SERVICE,HIDALGO,26.182404,-98.402016,1,138,138,Y,Y
3393,309912,MIAMI WIND,MIAMI,TX,79059,SUBSTATION,IN SERVICE,ROBERTS,35.620261,-100.54135,2,345,40,N,Y
1864,300013,MID COUNTY,PORT ARTHUR,TX,77642,SUBSTATION,IN SERVICE,JEFFERSON,29.941406,-93.958356,5,138,69,N,N
1002,301942,MIDLOTHIAN ENERGY FACILITY,MIDLOTHIAN,TX,76065,SUBSTATION,IN SERVICE,ELLIS,32.428479,-97.052824,3,345,69,Y,Y
2499,301934,MIDLOTHIAN SOUTH,MIDLOTHIAN,TX,76065,SUBSTATION,NOT AVAILABLE,ELLIS,32.467356,-96.990812,0,138,69,Y,Y
2069,300699,MIDTOWN,HOUSTON,TX,77004,SUBSTATION,IN SERVICE,HARRIS,29.741493,-95.371465,2,138,69,N,N
5061,308419,MIDTOWN,BROWNSVILLE,TX,78520,SUBSTATION,IN SERVICE,CAMERON,25.938476,-97.505562,3,138,138,N,Y
962,304651,UNKNOWN304651,OZONA,TX,76943,SUBSTATION,NOT AVAILABLE,CROCKETT,30.787177,-101.818242,0,69,-999999,Y,N
2677,306573,MIDWAY,WINK,TX,79789,SUBSTATION,NOT AVAILABLE,WINKLER,31.763971,-103.144274,3,138,69,N,N
964,304654,UNKNOWN304654,LONGVIEW,TX,75604,SUBSTATION,IN SERVICE,GREGG,32.569882,-94.850226,2,-999999,-999999,N,N
965,304655,UNKNOWN304655,ALBANY,TX,76430,SUBSTATION,IN SERVICE,SHACKELFORD,32.723641,-99.29264,2,-999999,-999999,N,N
2924,307228,MIDWAY,WINK,TX,79789,SUBSTATION,NOT AVAILABLE,WINKLER,31.762258,-103.14451,9,138,69,N,N
967,304659,UNKNOWN304659,LONGVIEW,TX,75601,SUBSTATION,IN SERVICE,HARRISON,32.506478,-94.687389,4,69,-999999,Y,N
5094,300983,MIGHOWARD,GARCIASVILLE,TX,78547,SUBSTATION,IN SERVICE,STARR,26.487516,-98.594517,1,345,345,Y,Y
4445,303479,MILITARY HIGHWAY,BROWNSVILLE,TX,78520,SUBSTATION,IN SERVICE,CAMERON,25.93689,-97.535561,6,138,138,N,Y
2530,306119,MILL CREEK,CURTIS,TX,75951,SUBSTATION,IN SERVICE,JASPER,30.994276,-94.106046,4,138,69,Y,Y
3791,309618,MILLER,GARLAND,TX,75040,SUBSTATION,IN SERVICE,DALLAS,32.894579,-96.602405,3,138,69,N,N
2103,300786,MILLER CREEK,HENLY,TX,78636,SUBSTATION,IN SERVICE,BLANCO,30.262014,-98.298397,4,138,69,N,N
973,304675,UNKNOWN304675,LOLITA,TX,77971,SUBSTATION,IN SERVICE,JACKSON,28.756441,-96.456949,2,-999999,-999999,N,N
2476,301863,MILTON,HELENA,TX,78116,SUBSTATION,IN SERVICE,KARNES,29.056409,-97.787652,2,138,69,Y,Y
4042,310289,MISSOURI CITY,MISSOURI CITY,TX,77489,SUBSTATION,IN SERVICE,FORT BEND,29.612645,-95.529989,2,138,69,N,N
976,304686,UNKNOWN304686,LEVELLAND,TX,79336,NOT AVAILABLE,NOT AVAILABLE,HOCKLEY,33.488784,-102.567412,3,-999999,-999999,N,N
977,304690,UNKNOWN304690,CARTHAGE,TX,75633,SUBSTATION,IN SERVICE,PANOLA,32.171064,-94.289907,1,-999999,-999999,N,N
3701,309404,MISTLETOE HEIGHTS,FORT WORTH,TX,76110,SUBSTATION,IN SERVICE,TARRANT,32.734544,-97.353706,2,138,13.8,N,N
1498,303362,MOODY REIT,GALVESTON,TX,77554,SUBSTATION,IN SERVICE,GALVESTON,29.260626,-94.853408,2,138,69,N,N
980,304697,UNKNOWN304697,DIMMITT,TX,79027,SUBSTATION,NOT AVAILABLE,CASTRO,34.540177,-102.178017,1,69,-999999,Y,N
2112,300803,MOORE,MOORE,TX,78057,SUBSTATION,IN SERVICE,FRIO,29.079431,-99.048473,4,138,69,Y,Y
982,304699,UNKNOWN304699,MERTZON,TX,76941,SUBSTATION,NOT AVAILABLE,IRION,31.257906,-100.816433,2,69,-999999,Y,N
983,304700,UNKNOWN304700,SPUR,TX,79370,NOT AVAILABLE,NOT AVAILABLE,DICKENS,33.544349,-100.852705,3,-999999,-999999,N,N
3165,303506,MOORE,MOORE,TX,78057,SUBSTATION,IN SERVICE,FRIO,29.066875,-99.022472,2,138,69,Y,Y
2850,307040,MOORE COUNTY,SUNRAY,TX,79086,SUBSTATION,IN SERVICE,MOORE,35.966739,-101.863033,10,230,115,N,N
641,303713,MORRISON LANE,DALLAS,TX,75229,SUBSTATION,IN SERVICE,DALLAS,32.883168,-96.893441,4,138,69,N,N
2870,307083,MOSS SWITCHYARD,WEST ODESSA,TX,79763,SUBSTATION,IN SERVICE,ECTOR,31.813037,-102.495508,10,345,69,N,N
717,303914,MOUNTAIN CREEK SES,DALLAS,TX,75211,SUBSTATION,IN SERVICE,DALLAS,32.724366,-96.935385,10,138,13.8,N,N
989,304714,UNKNOWN304714,CLIFTON,TX,76634,SUBSTATION,NOT AVAILABLE,BOSQUE,31.786766,-97.590862,1,69,-999999,Y,N
990,304715,UNKNOWN304715,SPEARMAN,TX,79081,SUBSTATION,IN SERVICE,HANSFORD,36.20063,-101.128228,0,-999999,-999999,N,N
4919,308599,MOUNTAIN TOP,JOHNSON CITY,TX,78636,SUBSTATION,IN SERVICE,BLANCO,30.229939,-98.370302,3,138,69,N,N
2968,307380,MUELLER,AUSTIN,TX,78723,SUBSTATION,IN SERVICE,TRAVIS,30.289994,-97.689532,1,138,69,N,N
4647,307831,MURDOCK RD,DALLAS,TX,75217,SUBSTATION,IN SERVICE,DALLAS,32.705745,-96.682545,2,138,13.8,N,N
396,305806,MUSTANG,DENVER CITY,TX,79323,SUBSTATION,IN SERVICE,YOAKUM,32.973088,-102.74326,8,230,13.8,N,N
23,304799,MUSTANG BAYOU,ALGOA,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.36285,-95.203888,2,138,69,N,N
1085,302197,NACOGDOCHES,NACOGDOCHES,TX,75961,SUBSTATION,IN SERVICE,NACOGDOCHES,31.5842,-94.611478,3,345,69,N,N
2528,306117,NACOGDOCHES ROAD,SAN ANTONIO,TX,78217,SUBSTATION,IN SERVICE,BEXAR,29.531553,-98.424312,2,138,69,N,N
2663,306540,NAMELESS,JONESTOWN,TX,78641,SUBSTATION,IN SERVICE,TRAVIS,30.528099,-97.928358,2,138,69,N,N
929,304571,NASH,HOLIDAY LAKES,TX,77430,SUBSTATION,IN SERVICE,BRAZORIA,29.243352,-95.593875,2,138,69,N,N
3516,308863,NAVO,LITTLE ELM,TX,76227,SUBSTATION,IN SERVICE,DENTON,33.221109,-96.917862,2,138,69,N,N
1001,301941,UNKNOWN301941,LITTLEFIELD,TX,79339,SUBSTATION,NOT AVAILABLE,LAMB,33.911447,-102.321231,1,69,-999999,Y,N
3881,309854,NE IRVING,IRVING,TX,75062,SUBSTATION,IN SERVICE,DALLAS,32.844341,-96.934892,1,138,69,N,N
2687,306595,NEW BERLIN,NEW BERLIN,TX,78155,SUBSTATION,IN SERVICE,GUADALUPE,29.487611,-98.043956,3,138,69,N,N
1118,302284,NEW GULF,BOLING,TX,77420,SUBSTATION,IN SERVICE,WHARTON,29.230162,-95.919286,2,138,69,N,N
5116,304537,NEW KINGS ROW,DENTON,TX,76208,SUBSTATION,IN SERVICE,DENTON,33.249987,-97.098846,2,138,138,N,Y
1006,301961,UNKNOWN301961,IDALOU,TX,79329,SUBSTATION,IN SERVICE,LUBBOCK,33.653094,-101.630771,3,69,-999999,N,N
3024,310484,NEWMAN,EL PASO,TX,79934,SUBSTATION,IN SERVICE,EL PASO,31.984375,-106.434814,13,345,115,N,Y
1008,301967,RUSSELL POOL,SEMINOLE,TX,79360,SUBSTATION,IN SERVICE,GAINES,32.871487,-102.932617,2,115,69,N,N
1009,301968,UNKNOWN301968,IRA,TX,79527,SUBSTATION,NOT AVAILABLE,SCURRY,32.553559,-101.138363,1,69,-999999,Y,N
1010,301971,UNKNOWN301971,YORKTOWN,TX,78164,SUBSTATION,IN SERVICE,DEWITT,28.988039,-97.480958,2,-999999,-999999,N,N
1011,301973,UNKNOWN301973,TAHOKA,TX,79373,SUBSTATION,NOT AVAILABLE,LYNN,33.325293,-102.050074,1,-999999,-999999,N,N
2344,301454,NEWPORT REIT,MAGNOLIA GARDENS,TX,77532,SUBSTATION,IN SERVICE,HARRIS,29.918879,-95.108089,2,138,69,N,N
1013,301980,DRAW,TAHOKA,TX,79373,SUBSTATION,IN SERVICE,LYNN,33.189105,-101.665772,3,69,-999999,N,N
1064,302143,NEWTON BULK,NEWTON,TX,75966,SUBSTATION,IN SERVICE,NEWTON,30.869913,-93.787748,3,138,69,Y,Y
1067,302147,NICHOLS,JUILLIARD,TX,79108,SUBSTATION,IN SERVICE,POTTER,35.283525,-101.745306,14,230,69,N,N
910,304510,NORDHEIM,NORDHEIM,TX,78141,SUBSTATION,NOT AVAILABLE,DEWITT,28.923574,-97.599657,2,345,69,Y,Y
2583,306277,NORDHEIM WEST,NORDHEIM,TX,78141,SUBSTATION,NOT AVAILABLE,DEWITT,28.911516,-97.624275,2,138,69,Y,Y
119,305074,NORMANDY,HOUSTON,TX,77015,SUBSTATION,IN SERVICE,HARRIS,29.769436,-95.205614,2,138,69,N,N
1550,300574,NORTH ALAMO,ALAMO,TX,78516,SUBSTATION,IN SERVICE,HIDALGO,26.231009,-98.113392,2,138,69,N,N
2698,306613,NORTH ALVIN,ALVIN,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.45906,-95.257547,3,138,13.8,N,N
1021,302001,UNKNOWN302001,ALTO,TX,75925,SUBSTATION,NOT AVAILABLE,CHEROKEE,31.6516,-95.074517,0,34,-999999,Y,N
2577,306254,NORTH BATESVILLE,BATESVILLE,TX,78829,SUBSTATION,IN SERVICE,ZAVALA,28.963355,-99.616825,2,138,69,N,N
4860,308418,NORTH BELT,ALDINE,TX,77032,SUBSTATION,IN SERVICE,HARRIS,29.940626,-95.369734,10,345,69,N,N
1024,302012,UNKNOWN302012,VERNON,TX,76384,SUBSTATION,IN SERVICE,WILBARGER,34.163546,-99.285314,7,69,-999999,N,N
2098,300778,NORTH CLEBURNE,CLEBURNE,TX,76031,SUBSTATION,IN SERVICE,JOHNSON,32.388677,-97.389434,2,138,69,N,N
1907,300136,NORTH EDINBURG,EDINBURG,TX,78541,SUBSTATION,IN SERVICE,HIDALGO,26.343598,-98.189139,10,345,138,N,N
2658,306521,NORTH HAVEN SWITCHING,DALLAS,TX,75230,SUBSTATION,IN SERVICE,DALLAS,32.901379,-96.810048,3,138,69,N,N
3632,309171,NORTH LAKE,DALLAS,TX,75019,SUBSTATION,IN SERVICE,DALLAS,32.951326,-96.975703,6,138,13.8,N,N
4082,310389,NORTH MAIN,FORT WORTH,TX,76164,SUBSTATION,IN SERVICE,TARRANT,32.762253,-97.335869,5,138,69,N,N
4842,308387,NORTH MCALLEN,MCALLEN,TX,78504,SUBSTATION,IN SERVICE,HIDALGO,26.247947,-98.238773,4,138,69,N,N
1031,302029,UNKNOWN302029,BUNAVISTA,TX,79007,SUBSTATION,IN SERVICE,HUTCHINSON,35.664782,-101.438706,3,115,69,N,N
1032,302039,CRMWA#4,SAINT FRANCIS,TX,79108,SUBSTATION,IN SERVICE,POTTER,35.375744,-101.683528,1,115,69,N,N
1033,302040,BORGER,BUNAVISTA,TX,79007,SUBSTATION,IN SERVICE,HUTCHINSON,35.662599,-101.443468,4,115,69,N,N
2208,301062,NORTH MCCAMEY,MCCAMEY,TX,79752,SUBSTATION,IN SERVICE,UPTON,31.153619,-102.223219,11,345,69,N,N
4573,307643,NORTH MERCEDES,MERCEDES,TX,78570,SUBSTATION,IN SERVICE,HIDALGO,26.230546,-97.911847,2,138,69,Y,Y
1301,302808,NORTH MESQUITE,MESQUITE,TX,75150,SUBSTATION,IN SERVICE,DALLAS,32.819436,-96.639877,2,138,69,N,N
4692,307946,NORTH MESQUITE TAP,MESQUITE,TX,75150,TAP,IN SERVICE,DALLAS,32.823263,-96.643412,3,138,138,N,N
4843,308389,NORTH NETWORK,DALLAS,TX,75204,SUBSTATION,IN SERVICE,DALLAS,32.795342,-96.796488,2,138,69,N,N
1039,302057,IRRAN,IRAAN,TX,79744,SUBSTATION,NOT AVAILABLE,PECOS,30.910508,-101.899641,2,69,-999999,Y,N
3861,309797,NORTH PARKWAY,DALLAS,TX,75287,SUBSTATION,IN SERVICE,COLLIN,33.007366,-96.832917,4,138,13.8,N,N
5014,308619,NORTH WESLACO,OLIVAREZ,TX,78599,SUBSTATION,IN SERVICE,HIDALGO,26.229644,-97.991559,2,138,138,N,Y
1051,302092,NORTHERN NATURAL,IMPERIAL,TX,79743,SUBSTATION,NOT AVAILABLE,PECOS,30.995217,-102.924583,1,345,69,Y,Y
3596,309060,NORTHLAND,AUSTIN,TX,78731,SUBSTATION,IN SERVICE,TRAVIS,30.335565,-97.7548,4,138,69,N,N
1044,302074,UNKNOWN302074,BAY CITY,TX,77414,SUBSTATION,IN SERVICE,MATAGORDA,29.002921,-95.92099,2,-999999,-999999,N,N
4494,303086,NORTHSIDE,TEXAS CITY,TX,77590,SUBSTATION,IN SERVICE,GALVESTON,29.409033,-94.913602,2,138,138,N,Y
4583,307672,NORTHSIDE,HOUSTON,TX,77009,SUBSTATION,IN SERVICE,HARRIS,29.783905,-95.349833,2,138,69,N,N
706,303890,NORTHWEST,CLIFFSIDE,TX,79124,SUBSTATION,IN SERVICE,POTTER,35.250836,-101.937219,5,230,69,N,N
4123,310519,NORTHWEST,AUSTIN,TX,78729,SUBSTATION,IN SERVICE,WILLIAMSON,30.464607,-97.757315,2,138,69,N,N
1049,302089,UNKNOWN302089,MC CAMEY,TX,79752,SUBSTATION,NOT AVAILABLE,UPTON,31.221464,-102.277324,1,-999999,-999999,N,N
2765,306801,NORTHWEST CARROLLTON,CARROLLTON,TX,75006,SUBSTATION,IN SERVICE,DALLAS,32.984461,-96.938502,12,345,13.8,N,N
796,304173,NORTHWEST TEXARKANA,RED LICK,TX,75503,SUBSTATION,IN SERVICE,BOWIE,33.488332,-94.176064,6,345,69,N,N
333,305628,NORWOOD,IRVING,TX,75061,SUBSTATION,IN SERVICE,DALLAS,32.815168,-96.918654,9,345,69,N,N
2079,300738,NORWOOD SW,IRVING,TX,75061,SUBSTATION,IN SERVICE,DALLAS,32.815315,-96.915448,6,138,69,N,N
1054,302102,UNKNOWN302102,ROBSTOWN,TX,78380,SUBSTATION,NOT AVAILABLE,NUECES,27.847076,-97.719042,0,69,-999999,Y,N
4998,308811,NUCOR,JEWETT,TX,75846,SUBSTATION,NOT AVAILABLE,LEON,31.352447,-96.163308,1,138,69,Y,Y
1056,302109,UNKNOWN302109,ALBA,TX,75410,SUBSTATION,IN SERVICE,WOOD,32.836131,-95.604826,2,69,-999999,Y,N
1057,302113,UNKNOWN302113,SNYDER,TX,79549,SUBSTATION,IN SERVICE,SCURRY,32.747486,-100.957841,0,-999999,-999999,N,N
30,304821,NW TERM,GRAPEVINE,TX,75261,SUBSTATION,NOT AVAILABLE,TARRANT,32.926952,-97.043936,0,138,69,Y,Y
3559,308964,O'BRIEN,PECAN GROVE,TX,77406,SUBSTATION,IN SERVICE,FORT BEND,29.673128,-95.717327,10,345,69,N,N
2468,301833,OAK HILL,AUSTIN,TX,78749,SUBSTATION,IN SERVICE,TRAVIS,30.233827,-97.859418,2,138,69,Y,Y
4830,308351,OAK RIDGE,TAMINA,TX,77385,SUBSTATION,IN SERVICE,MONTGOMERY,30.169935,-95.439026,3,345,69,Y,Y
2327,301397,OAKLAND AVE,DALLAS,TX,75215,SUBSTATION,IN SERVICE,DALLAS,32.751838,-96.747471,3,138,13.8,N,N
2374,301554,OAKS,POTEET,TX,78065,SUBSTATION,IN SERVICE,ATASCOSA,29.130793,-98.590595,2,138,69,Y,Y
1105,302249,OASIS,MANVEL,TX,77511,SUBSTATION,IN SERVICE,BRAZORIA,29.456208,-95.308313,5,345,13.8,N,N
4101,310444,OATES,GARLAND,TX,75043,SUBSTATION,IN SERVICE,DALLAS,32.845286,-96.614035,2,138,69,N,N
1956,300274,OATES REIT,HOUSTON,TX,77013,SUBSTATION,IN SERVICE,HARRIS,29.778534,-95.252232,2,138,69,N,N
2191,301009,ODESSA,ODESSA,TX,79766,SUBSTATION,IN SERVICE,ECTOR,31.83623,-102.329509,12,345,69,N,N
636,303706,ODESSA 345,ODESSA,TX,79766,SUBSTATION,IN SERVICE,ECTOR,31.833917,-102.326103,5,345,69,N,N
1069,302151,FAIRMOUNT,DALLAS,TX,75204,SUBSTATION,IN SERVICE,DALLAS,32.807755,-96.801339,4,136,69,N,N
1070,302153,UNKNOWN302153,VAN HORN,TX,79855,SUBSTATION,IN SERVICE,CULBERSON,30.984246,-104.819418,1,-999999,-999999,N,N
931,304577,ODESSA SOUTHWEST,ODESSA,TX,79766,SUBSTATION,IN SERVICE,ECTOR,31.798804,-102.391347,2,138,69,N,N
1072,302160,SHERMAN COUNTY,STRATFORD,TX,79084,SUBSTATION,IN SERVICE,SHERMAN,36.357135,-102.026318,2,115,-999999,N,N
2085,300750,OGALLALA,NAZARETH,TX,79027,SUBSTATION,IN SERVICE,CASTRO,34.519588,-102.03871,5,345,345,N,N
1476,303290,OLMOS,SAN ANTONIO,TX,78212,SUBSTATION,IN SERVICE,BEXAR,29.484237,-98.491097,3,138,69,N,N
3128,300522,OLMOS,LA VERNIA,TX,78121,SUBSTATION,IN SERVICE,GUADALUPE,29.400614,-98.071778,3,138,138,N,Y
2880,307113,ONCOR MASON,PECOS,TX,79772,SUBSTATION,IN SERVICE,REEVES,31.802362,-103.817986,2,138,69,N,N
3356,300027,ONION CREEK,AUSTIN,TX,78617,SUBSTATION,IN SERVICE,TRAVIS,30.211059,-97.617287,3,138,138,N,Y
4033,310263,ORANGE BULK,ORANGE,TX,77630,SUBSTATION,IN SERVICE,ORANGE,30.095207,-93.790441,9,138,69,N,N
1396,303032,ORCHARD,BEASLEY,TX,77471,SUBSTATION,IN SERVICE,FORT BEND,29.539144,-95.953742,2,138,69,N,N
1080,302189,UNKNOWN302189,BROWNDELL,TX,75931,SUBSTATION,NOT AVAILABLE,JASPER,31.096622,-93.985269,3,69,-999999,Y,N
1081,302294,UNKNOWN302294,LUBBOCK,TX,79404,SUBSTATION,IN SERVICE,LUBBOCK,33.567188,-101.828209,3,115,69,N,N
4872,308453,ORSTED,CLEO,TX,76950,SUBSTATION,IN SERVICE,SUTTON,30.695938,-100.194852,4,345,69,N,N
1787,300330,OSHA STAR WORKSITE SUBSTATION,WINNIE,TX,77665,SUBSTATION,IN SERVICE,JEFFERSON,29.749429,-94.237428,1,138,138,Y,Y
4333,304185,OXY CENTURY,FORT STOCKTON,TX,79735,SUBSTATION,NOT AVAILABLE,PECOS,30.607313,-102.581574,3,138,-999999,Y,N
2552,306188,P.T.S.,DALLAS,TX,75224,SUBSTATION,IN SERVICE,DALLAS,32.701053,-96.839624,4,138,13.8,N,N
3635,309178,PALACIOS,PALACIOS,TX,77465,SUBSTATION,IN SERVICE,MATAGORDA,28.757004,-96.21213,2,138,69,N,N
322,305594,PALO ALTO,SAN ANTONIO,TX,78224,SUBSTATION,IN SERVICE,BEXAR,29.318258,-98.549709,2,138,69,N,N
1088,302203,UNKNOWN302203,LIBERTY,TX,77575,SUBSTATION,NOT AVAILABLE,LIBERTY,30.012406,-94.793352,1,69,-999999,Y,N
2178,300982,PANTHER CREEK,FRISCO,TX,75033,SUBSTATION,IN SERVICE,DENTON,33.203187,-96.877004,2,138,69,N,N
1090,302207,UNKNOWN302207,LONE STAR,TX,75668,SUBSTATION,NOT AVAILABLE,MORRIS,32.942418,-94.703112,2,69,-999999,Y,N
3844,309754,PANTHER SPRINGS,TIMBERWOOD PARK,TX,78260,SUBSTATION,IN SERVICE,BEXAR,29.665535,-98.51764,2,138,69,N,N
942,304597,PARISH,THOMPSONS,TX,77469,SUBSTATION,IN SERVICE,FORT BEND,29.480718,-95.624093,14,345,69,N,N
3508,308839,PARKDALE SES,DALLAS,TX,75227,SUBSTATION,IN SERVICE,DALLAS,32.775712,-96.724088,15,138,69,N,N
1949,300261,PARKER,WILLOW PARK,TX,76087,SUBSTATION,IN SERVICE,PARKER,32.806133,-97.67639,11,345,69,N,N
393,305799,PARKERVILLE RD,DESOTO,TX,75115,SUBSTATION,IN SERVICE,DALLAS,32.574756,-96.869357,2,138,69,N,N
1096,302224,UNKNOWN302224,BULLARD,TX,75757,SUBSTATION,IN SERVICE,CHEROKEE,32.126762,-95.394585,2,69,-999999,Y,N
3736,309478,PARKWAY,SCHERTZ,TX,78154,SUBSTATION,IN SERVICE,GUADALUPE,29.582703,-98.289911,3,138,69,N,N
3034,304548,PARSONS STREET,SAN ANTONIO,TX,78210,SUBSTATION,IN SERVICE,BEXAR,29.412138,-98.479489,2,138,138,N,Y
849,304310,PASADENA,PASADENA,TX,77506,SUBSTATION,IN SERVICE,HARRIS,29.724881,-95.175711,1,138,69,N,N
3637,309182,PASADENA,PASADENA,TX,77502,SUBSTATION,IN SERVICE,HARRIS,29.689996,-95.222883,2,138,69,N,N
1101,302232,UNKNOWN302232,MINERAL WELLS,TX,76067,SUBSTATION,NOT AVAILABLE,PALO PINTO,32.804192,-98.10001,3,69,-999999,Y,N
4505,307483,PATTON LANE,AUSTIN,TX,78735,SUBSTATION,IN SERVICE,TRAVIS,30.238289,-97.870493,2,138,69,Y,Y
2257,301201,PAWNEE,LENZ,TX,78118,SUBSTATION,IN SERVICE,KARNES,28.739861,-98.023721,6,345,69,N,N
1104,302242,MCCLELLAN PUMP,JERICHO,TX,79065,SUBSTATION,IN SERVICE,GRAY,35.25655,-100.925533,1,115,69,N,N
4614,307738,PEARLAND,PEARLAND,TX,77581,SUBSTATION,IN SERVICE,BRAZORIA,29.560234,-95.322572,2,138,69,N,N
2967,307378,PEARSALL,PEARSALL,TX,78061,SUBSTATION,IN SERVICE,FRIO,28.888117,-99.079324,2,345,69,Y,Y
2095,300773,PEARSALL POWER PLANT,NORTH PEARSALL,TX,78061,SUBSTATION,IN SERVICE,FRIO,28.927422,-99.092409,11,138,69,Y,Y
3985,310109,PEARSALL ROAD,SAN ANTONIO,TX,78242,SUBSTATION,IN SERVICE,BEXAR,29.356926,-98.601552,2,138,69,N,N
294,305510,PEARSON,NATALIA,TX,78016,SUBSTATION,IN SERVICE,MEDINA,29.262957,-98.924245,4,138,69,Y,Y
4562,307622,PEDEN RD,PECAN ACRES,TX,76179,SUBSTATION,IN SERVICE,TARRANT,32.940991,-97.45456,2,138,69,Y,Y
4637,307812,PEDERNALES,AUSTIN,TX,78702,SUBSTATION,IN SERVICE,TRAVIS,30.249893,-97.721141,4,138,69,Y,Y
2065,300690,PERMIAN BASIN 345,MONAHANS,TX,79756,SUBSTATION,UNDER CONSTRUCTION,WARD,31.587526,-102.955055,1,345,138,N,N
1465,303267,PERMIAN BASIN SWITCHING STATION,WICKETT,TX,79756,SUBSTATION,IN SERVICE,WARD,31.584423,-102.962583,9,138,69,N,N
638,303708,PH ROBINSON,BACLIFF,TX,77539,SUBSTATION,IN SERVICE,GALVESTON,29.487516,-94.982422,16,345,69,N,N
5028,301139,PICANTE,FORT BLISS,TX,79916,SUBSTATION,IN SERVICE,EL PASO,31.880231,-106.314479,6,345,115,N,Y
